author,link,category,date of publication,number of tokens,number of words without punctuation,number of types,number of links inside the news,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,emotiveness,diversity
None,https://www.diariodobrasil.org/pt-recebeu-quase-r-50-milhoes-em-propina-da-andrade-gutierrez-afirma-ex-diretor/,politica,02/07/2016,226,195,108,0,12,22,0,62,5,8,3,0,0,7,5.16667,847,32.5,4.34359,0.00512821,0.154762,0.553846
None,https://www.diariodobrasil.org/movimento-organizado-ganha-forca-e-quer-separar-sao-paulo-do-brasil/,sociedade_cotidiano,30/06/2016,153,132,96,2,3,18,0,47,8,3,2,0,0,6,2.33333,657,14.6667,4.97727,0.0227273,0.169231,0.727273
None,https://www.diariodobrasil.org/dilma-diz-para-revista-francesa-que-lula-sera-candidato-nos-concordamos-candidato-a-presidiario/,politica,30/06/2016,121,101,73,0,1,19,0,29,7,5,5,1,0,7,3.33333,480,16.8333,4.75248,0.0,0.25,0.722772
None,https://www.diariodobrasil.org/lula-divulga-video-pedindo-socorro-ao-foro-de-sao-paulo/,politica,30/06/2016,238,206,143,0,3,29,2,53,18,15,1,2,0,17,1.68421,975,10.8421,4.73301,0.00970874,0.402439,0.694175
None,https://www.diariodobrasil.org/dilma-elogia-soltura-de-ex-ministro-acusado-de-lesar-velhinhos-aposentados/,politica,30/06/2016,138,122,85,2,2,28,1,29,7,8,1,1,0,9,3.2,586,24.4,4.80328,0.00819672,0.263158,0.696721
None,https://www.diariodobrasil.org/a-mensagem-encontrada-pela-pf-na-casa-do-marqueteiro-do-pt-determinar-final-de-operacoes-pf/,politica,30/06/2016,135,113,81,0,5,18,1,41,3,5,2,0,0,3,2.44444,564,12.5556,4.99115,0.00884956,0.135593,0.716814
None,https://www.diariodobrasil.org/luiz-brunet-denuncia-que-foi-espancada-pelo-namorado-e-teve-quatro-costelas-quebradas/,sociedade_cotidiano,01/07/2016,308,280,168,0,2,54,1,76,9,8,12,0,0,15,1.86667,1310,18.6667,4.67857,0.0,0.130769,0.6
None,https://www.diariodobrasil.org/a-vaquinha-da-dilma-pode-ir-pro-brejo-lider-do-dem-diz-que-pf-deve-investigar-arrecadacao-no-site/,politica,30/06/2016,199,174,113,1,8,35,3,51,4,8,9,0,0,8,2.5,744,17.4,4.27586,0.0114943,0.139535,0.649425
None,https://www.diariodobrasil.org/o-show-de-wladimir-costa-no-conselho-de-etica-o-pt-e-um-partido-lotado-de-vagabundos-e-ladroes/,politica,01/07/2016,84,68,54,0,1,8,0,22,5,3,1,0,0,2,2.0,344,8.5,5.05882,0.0,0.266667,0.794118
None,https://www.diariodobrasil.org/empresario-e-ex-companheiro-de-luiza-brunet-esta-proibido-de-se-aproximar-da-ex-modelo/,sociedade_cotidiano,01/07/2016,187,178,103,1,1,35,0,46,3,4,3,0,0,13,0.9,823,17.8,4.6236,0.00561798,0.0864198,0.578652
None,https://www.diariodobrasil.org/frota-tenho-um-grupo-com-mais-de-70-lutadores-prontos-para-defender-a-janaina/,tv_celebridades,02/07/2016,193,166,115,0,0,30,1,49,9,8,5,0,1,8,2.7,845,16.6,5.09036,0.0060241,0.21519,0.692771
None,https://www.diariodobrasil.org/apresentador-americano-da-cbs-detona-as-olimpiadas-do-rio-serao-as-olimpiadas-do-coco/,tv_celebridades,01/07/2016,101,79,65,0,2,10,1,28,7,3,1,0,0,3,2.75,397,9.875,5.02532,0.0126582,0.263158,0.822785
None,https://www.diariodobrasil.org/a-pf-trabalha-arduamente-e-investiga-o-juiz-manda-prender-ai-vem-dias-toffoli-e-manda-soltar/,politica,30/06/2016,201,167,113,0,3,33,0,40,8,16,5,0,0,5,3.77778,833,18.5556,4.98802,0.0,0.328767,0.676647
None,https://www.diariodobrasil.org/a-vaca-da-dilma-crowdfunding-vaquinha-virtual-ja-conseguiu-arrecadar-mais-de-r-170-mil-em-10-horas-2/,politica,30/06/2016,130,111,71,1,4,19,1,29,2,12,1,0,0,3,2.375,449,13.875,4.04504,0.0,0.291667,0.63964
None,https://www.diariodobrasil.org/senadora-debocha-do-povo-ao-saber-que-ministro-mandou-soltar-seu-marido-suspeito-de-roubo/,politica,30/06/2016,203,184,111,0,4,38,2,56,4,5,5,0,0,10,1.9,880,18.4,4.78261,0.00543478,0.0957447,0.603261
None,https://www.diariodobrasil.org/cantor-sertanejo-do-bara-bara-bere-bere-fez-show-em-casamento-com-dinheiro-da-lei-rouanet/,tv_celebridades,28/06/2016,175,145,95,0,2,15,0,48,6,4,4,0,0,1,4.28571,706,20.7143,4.86897,0.0,0.15873,0.655172
None,https://www.diariodobrasil.org/magno-malta-para-lindinho-voces-querem-taxar-grandes-fortunas-como-e-que-vao-taxar-os-amigos/,politica,30/06/2016,97,78,53,0,4,14,1,24,3,5,2,0,0,4,2.71429,384,11.1429,4.92308,0.0,0.210526,0.679487
None,https://www.diariodobrasil.org/stf-virou-casa-da-mae-joana-sem-foro-marido-de-gleisi-quer-ser-jugado-pela-corte-suprema/,politica,29/06/2016,161,142,100,0,5,28,1,39,8,3,6,0,0,5,3.16667,678,23.6667,4.77465,0.0,0.164179,0.704225
None,https://www.diariodobrasil.org/em-mais-uma-entrevista-confusa-dilma-perde-o-rumo-e-diz-que-lula-veio-da-senzala/,tv_celebridades,29/06/2016,365,297,173,0,2,54,0,76,17,28,1,2,0,34,3.2381,1358,14.1429,4.57239,0.0,0.346154,0.582492
None,https://www.diariodobrasil.org/nova-delacao-aponta-peemedebistas-como-beneficiarios-de-r-30-milhoes-em-propinas/,politica,28/06/2016,191,162,113,0,8,31,3,49,4,2,3,0,0,10,2.9,824,16.2,5.08642,0.0,0.075,0.697531
None,https://www.diariodobrasil.org/escritorio-de-advocacia-famoso-contratou-show-de-stand-up-com-dinheiro-fraudado-da-lei-rouanet/,politica,29/06/2016,159,144,101,0,3,22,1,47,4,6,2,0,0,4,1.66667,711,16.0,4.9375,0.0138889,0.144928,0.701389
None,https://www.diariodobrasil.org/ciro-sem-papas-na-lingua-temer-e-um-vaidoso-safado-um-grande-conspirador-filho-de-uma/,tv_celebridades,28/06/2016,183,142,98,0,0,30,5,40,7,6,3,2,0,9,2.05,629,7.1,4.42958,0.0140845,0.185714,0.690141
None,https://www.diariodobrasil.org/assim-funciona-a-politica-senador-condiciona-voto-do-impeachment-a-manutencao-do-emprego-do-filho/,politica,29/06/2016,135,119,81,1,2,18,1,43,1,6,1,0,0,2,2.66667,573,19.8333,4.81513,0.0,0.114754,0.680672
None,https://www.diariodobrasil.org/toffoli-revoga-prisao-de-paulo-bernardo-e-alega-flagrante-constrangimento-ilegal/,politica,29/06/2016,173,157,105,0,4,31,2,47,10,3,5,0,0,6,2.28571,848,22.4286,5.40127,0.0,0.166667,0.66879
None,https://www.diariodobrasil.org/falta-de-educacao-gleisi-quebra-barraco-manda-advogada-calar-a-boca-e-todos-se-assustam/,politica,29/06/2016,190,159,105,0,3,35,5,37,7,9,4,0,0,14,2.06667,765,10.6,4.81132,0.0,0.222222,0.660377
None,https://www.diariodobrasil.org/propina-247-pf-chega-ate-blogueiro-que-mamava-nas-tetas-publicas-site-recebia-dinheiro-de-propina/,tv_celebridades,28/06/2016,345,304,197,1,8,48,4,91,21,11,7,0,0,13,2.41176,1645,17.8824,5.41118,0.00657895,0.230216,0.648026
None,https://www.diariodobrasil.org/morador-de-cuiaba-inova-no-jeito-de-protestar-ele-tentou-apagar-a-tocha-olimpica-quase-conseguiu/,politica,25/06/2016,140,119,91,0,1,26,0,31,6,9,4,0,0,6,1.61538,599,9.15385,5.03361,0.0,0.263158,0.764706
None,https://www.diariodobrasil.org/com-a-prisao-do-marido-que-lesou-aposentados-senadora-tenta-fazer-papel-de-coitadinha-no-facebook/,politica,25/06/2016,370,319,198,0,5,59,1,86,17,19,8,1,1,26,3.64286,1505,22.7857,4.71787,0.0,0.248276,0.62069
None,https://www.diariodobrasil.org/empresario-que-sabia-demais-sobre-acidente-com-aviao-de-campos-pode-ter-sido-vitima-de-envenenamento/,politica,26/06/2016,346,301,189,0,7,51,1,93,8,17,11,0,0,18,2.36842,1444,15.8421,4.79734,0.0,0.173611,0.627907
None,https://www.diariodobrasil.org/voce-vai-se-arrepiar-durante-show-de-rock-plateia-reconhece-sergio-moro-e-juiz-e-ovacionado/,politica,26/06/2016,122,103,73,0,0,18,0,29,5,3,3,0,0,6,2.71429,481,14.7143,4.6699,0.0194175,0.170213,0.708738
None,https://www.diariodobrasil.org/janaina-a-mulher-que-representa-os-brasileiros-honestos-denuncia-querem-acabar-com-o-sergio-moro/,tv_celebridades,26/06/2016,124,104,79,0,3,17,0,30,6,6,0,0,0,6,3.33333,523,17.3333,5.02885,0.0,0.255319,0.759615
None,https://www.diariodobrasil.org/jornalista-diz-que-senadora-citada-na-lava-jato-pode-deixar-o-pais-e-pedir-asilo-politico/,politica,26/06/2016,238,202,146,1,3,36,1,59,9,7,5,0,0,5,4.0,1039,22.4444,5.14356,0.0,0.168421,0.722772
None,https://www.diariodobrasil.org/general-do-exercito-acusa-ministro-do-stf-de-criar-tramoia-para-evitar-prisao-de-lula/,politica,27/06/2016,250,220,132,1,3,32,1,67,11,10,3,0,0,10,3.33333,1037,24.4444,4.71364,0.0136364,0.212121,0.6
None,https://www.diariodobrasil.org/ministro-da-defesa-de-temer-assinou-pacote-de-tv-a-cabo-com-conteudo-xxx-para-adultos/,politica,26/06/2016,185,158,105,1,7,20,0,53,7,9,0,0,0,8,3.375,733,19.75,4.63924,0.00632911,0.219178,0.664557
None,https://www.diariodobrasil.org/esquema-que-roubou-dinheiro-de-velhinhos-aposentados-bancou-campanha-de-gleisi-em-2010/,politica,27/06/2016,109,91,65,1,1,16,0,31,3,3,2,0,0,2,2.25,488,11.375,5.36264,0.0,0.12766,0.714286
None,https://www.diariodobrasil.org/janaina-deixa-lindinho-com-cara-de-pastel-vossa-exa-falou-de-mim-agora-vai-escutar/,politica,28/06/2016,135,118,85,0,3,21,0,33,5,7,3,3,0,7,1.88889,553,13.1111,4.68644,0.00847458,0.222222,0.720339
None,https://www.diariodobrasil.org/dilma-escorrega-em-entrevista-e-confessa-que-plebiscito-para-novas-eleicoes-e-conversa-pra-boi-dormir/,politica,28/06/2016,150,131,94,0,0,24,1,38,11,7,4,0,0,6,2.11111,679,14.5556,5.18321,0.0,0.290323,0.717557
None,https://www.diariodobrasil.org/marqueteiro-do-pt-esta-inquieto-na-cadeia-ele-grita-dia-e-noite-e-diz-que-nao-aguenta-mais-a-prisao/,politica,28/06/2016,198,180,127,0,4,24,1,52,9,3,4,0,0,9,1.63636,797,16.3636,4.42778,0.0,0.157895,0.705556
None,https://www.diariodobrasil.org/em-voo-da-gol-cervero-e-chamado-de-ladrao-e-bandido-ele-esta-livre-para-curtir-a-vida-em-petropolis/,politica,24/06/2016,154,130,86,0,1,21,0,45,2,2,3,0,0,4,2.66667,623,14.4444,4.79231,0.0,0.0606061,0.661538
None,https://www.diariodobrasil.org/o-antagonista-apartamento-funcional-nao-pode-ser-esconderijo-de-pilantra-sem-foro/,politica,24/06/2016,450,392,212,0,14,55,3,123,19,16,7,0,0,18,2.52174,1893,17.0435,4.82908,0.00255102,0.196629,0.540816
None,https://www.diariodobrasil.org/a-blogueira-sumiu/,tv_celebridades,25/06/2016,83,73,61,0,1,8,1,25,3,2,1,0,0,5,1.66667,368,12.1667,5.0411,0.0,0.151515,0.835616
None,https://www.diariodobrasil.org/tres-tesoureiros-do-pt-presos-por-corrupcao-agora-so-falta-o-chefao/,politica,25/06/2016,155,137,99,0,4,20,0,45,4,5,2,0,0,4,2.0,685,15.2222,5.0,0.0,0.138462,0.722628
None,https://www.diariodobrasil.org/delator-complica-o-presidente-interino-paguei-r-1-milhao-em-propina-para-ele-e-so-a-pf-rastear-o-dinheiro/,politica,25/06/2016,254,220,115,1,10,37,0,75,8,3,4,0,0,4,2.83333,1068,18.3333,4.85455,0.00454545,0.0982143,0.522727
None,https://www.diariodobrasil.org/deputado-se-irrita-e-chama-gleisi-hoffmann-de-ladra-e-o-marido-dela-e-vagabundo-da-pior-especie/,politica,24/06/2016,149,124,87,0,1,19,0,40,7,3,0,1,0,17,1.66667,579,8.26667,4.66935,0.00806452,0.169492,0.701613
None,https://www.diariodobrasil.org/frota-nao-perdoa-e-detona-gleisi-e-agoraquem-e-o-bandido-sua-propineira-profissional/,tv_celebridades,23/06/2016,116,93,70,1,1,14,1,28,6,7,0,0,0,5,1.91667,442,7.75,4.75269,0.0215054,0.309524,0.752688
None,https://www.diariodobrasil.org/jornal-hoje-mostra-como-o-marido-de-gleisi-hoffmann-e-joao-vaccari-dividiam-o-dinheiro-roubado/,politica,23/06/2016,113,101,78,0,5,13,0,33,1,3,1,0,0,1,2.0,488,16.8333,4.83168,0.0,0.0869565,0.772277
None,https://www.diariodobrasil.org/claudio-humberto-delator-gravou-ate-casos-extraconjugais-de-politicos/,politica,24/06/2016,154,129,89,0,3,18,0,38,11,8,0,0,0,9,3.57143,722,18.4286,5.5969,0.0,0.339286,0.689922
None,https://www.diariodobrasil.org/renan-calheiros-rebate-jornalista-que-publicou-nota-quem-recebeu-ilegalmente-durante-6-anos-foi-ele/,politica,24/06/2016,101,85,64,0,1,12,0,25,5,6,0,0,0,6,1.77778,488,9.44444,5.74118,0.0,0.297297,0.752941
None,https://www.diariodobrasil.org/que-vergonha-folha-de-sao-paulo-publica-noticia-falsa-conteudo-saiu-no-site-e-farsas/,tv_celebridades,24/06/2016,161,137,88,3,5,23,0,45,5,3,2,0,0,9,4.8,627,27.4,4.57664,0.0218978,0.117647,0.642336
None,https://www.diariodobrasil.org/istoe-revela-conta-aberta-na-suica-para-dilma-receber-propina-de-empreiteira/,politica,24/06/2016,164,144,101,1,4,20,0,46,4,4,4,0,0,6,2.5,702,18.0,4.875,0.0,0.121212,0.701389
None,https://www.diariodobrasil.org/jornalista-petista-tera-que-cumprir-pena-por-injuria-ele-chamou-heraldo-pereira-de-negro-de-alma-branca/,tv_celebridades,24/06/2016,526,469,241,1,13,61,2,139,28,11,7,0,0,19,3.35294,2290,27.5882,4.88273,0.0,0.195,0.513859
None,https://www.diariodobrasil.org/ebc-corrige-materia-do-diario-do-brasil-marido-de-marieta-severo-continua-recebendo-r-91-300-por-mes/,politica,22/06/2016,96,83,61,1,4,13,0,26,4,1,3,0,0,1,2.16667,363,13.8333,4.37349,0.0,0.128205,0.73494
None,https://www.diariodobrasil.org/marido-de-senadora-petista-da-bancada-da-chupeta-e-preso-pela-pf/,politica,23/06/2016,167,147,92,0,6,20,0,56,4,3,5,0,0,3,2.5,684,18.375,4.65306,0.0,0.0921053,0.62585
None,https://www.diariodobrasil.org/o-povo-nao-vai-socorrer-uma-empresa-que-se-pendurou-na-empresinha-de-games-do-lulinha/,politica,22/06/2016,197,169,114,1,18,26,2,47,7,7,3,0,0,13,3.5,756,21.125,4.47337,0.0118343,0.191781,0.674556
None,https://www.diariodobrasil.org/na-alemanha-atirador-abre-fogo-em-cinema-e-atinge-25-pessoas/,sociedade_cotidiano,23/06/2016,121,104,76,0,2,18,0,32,4,8,3,0,0,3,1.88889,475,11.5556,4.56731,0.0,0.24,0.730769
None,https://www.diariodobrasil.org/advogado-de-gleisi-esta-em-lua-de-mel-assim-que-desembarcar-no-brasil-ele-tambem-sera-preso-pela-pf/,politica,23/06/2016,137,126,90,0,2,20,2,39,3,7,3,0,0,3,1.1,642,12.6,5.09524,0.0,0.169492,0.714286
None,https://www.diariodobrasil.org/advogado-de-gleisi-era-o-operador-da-lavagem-marido-da-senadora-ficava-com-80/,politica,23/06/2016,122,103,68,0,2,11,0,37,3,0,0,0,0,0,2.71429,517,14.7143,5.01942,0.0,0.0625,0.660194
None,https://www.diariodobrasil.org/moradora-de-sao-bernardo-diz-que-pf-esteve-na-cidade-e-nao-encontrou-lula/,politica,23/06/2016,107,97,74,0,1,18,0,27,4,5,3,0,0,5,1.25,450,12.125,4.63918,0.0206186,0.2,0.762887
None,https://www.diariodobrasil.org/sedenta-por-audiencia-globo-tentou-transmitir-coletiva-de-cunha-e-deu-com-os-burros-nagua/,tv_celebridades,21/06/2016,281,233,156,0,2,41,2,65,13,8,3,4,0,21,2.66667,1113,12.9444,4.77682,0.0,0.198113,0.669528
None,https://www.diariodobrasil.org/lula-esta-mais-enrolado-que-rabo-de-leitao-leo-pinheiro-oas-entregou-tudo-sao-mais-de-10-crimes/,politica,21/06/2016,186,161,102,1,3,19,0,55,6,10,3,0,0,5,3.125,765,20.125,4.75155,0.0,0.216216,0.63354
None,https://www.diariodobrasil.org/teori-despacha-oficio-para-sergio-moro-lula-pode-ter-prisao-decretada-a-qualquer-momento/,politica,22/06/2016,133,120,84,0,2,20,2,40,1,3,5,0,0,2,1.85714,587,17.1429,4.89167,0.0,0.0666667,0.7
None,https://www.diariodobrasil.org/crise-economica-empresario-que-demitiu-223-funcionarios-nao-aguenta-pressao-e-se-enforca/,sociedade_cotidiano,22/06/2016,153,137,96,0,1,25,1,41,9,4,6,0,0,8,1.6,653,13.7,4.76642,0.0,0.19697,0.70073
None,https://www.diariodobrasil.org/lider-do-mtst-ameaca-o-pais-se-houver-impeachment-e-lula-for-preso-nao-havera-um-dia-de-paz/,politica,22/06/2016,247,203,130,0,3,49,6,55,7,12,15,0,0,14,4.0,992,18.4545,4.8867,0.0,0.182692,0.640394
None,https://www.diariodobrasil.org/em-sessao-no-stf-advogada-de-cunha-tenta-defender-o-indefensavel-nao-ha-indicios-contra-meu-cliente/,politica,22/06/2016,185,152,106,0,4,32,2,38,16,8,3,0,0,10,3.3,739,15.2,4.86184,0.00657895,0.342857,0.697368
None,https://www.diariodobrasil.org/onca-que-participou-do-percurso-da-tocha-olimpica-em-manaus-foi-abatida-pelo-exercito/,politica,21/06/2016,195,172,99,0,1,32,0,46,3,7,7,0,0,6,2.3,806,17.2,4.68605,0.0,0.128205,0.575581
None,https://www.diariodobrasil.org/olimpiadas-da-vergonha-atleta-paralimpica-da-australia-e-assaltada-no-rio/,politica,21/06/2016,154,133,95,0,1,27,0,38,5,7,6,0,0,3,1.90909,669,12.0909,5.03008,0.0,0.184615,0.714286
None,https://www.diariodobrasil.org/marido-de-atriz-petista-e-demitido-de-estatal-o-diretor-teatral-tinha-um-salario-de-r-91-mil/,tv_celebridades,21/06/2016,190,166,98,0,8,18,0,58,9,0,1,0,0,5,2.66667,757,18.4444,4.56024,0.0,0.118421,0.590361
None,https://www.diariodobrasil.org/jandira-intitulou-aecio-de-traficante-aecio-protocolou-queixa-crime-ministro-do-stf-arquivou/,politica,21/06/2016,127,105,76,0,2,16,0,40,5,1,1,0,0,3,1.69231,578,8.07692,5.50476,0.0,0.107143,0.72381
None,https://www.diariodobrasil.org/ator-petista-propoe-que-brasileiros-facam-vaquinha-para-ajudar-dilma-cada-um-da-o-que-pode/,tv_celebridades,21/06/2016,209,180,120,0,2,32,3,53,11,6,2,0,0,13,2.9,836,18.0,4.64444,0.00555556,0.2,0.666667
None,https://www.diariodobrasil.org/o-pt-quebrou-alem-de-nao-ter-pao-com-mortadela-militantes-terao-que-bancar-as-mordomias-de-lula/,politica,21/06/2016,152,133,105,0,4,25,0,41,9,4,6,0,1,6,2.71429,670,19.0,5.03759,0.0,0.19697,0.789474
None,https://www.diariodobrasil.org/delator-da-lava-jato-vai-cumprir-pena-em-mansao-de-luxo/,politica,19/06/2016,122,111,80,0,2,15,0,42,7,1,5,0,0,3,1.57143,533,15.8571,4.8018,0.0,0.140351,0.720721
None,https://www.diariodobrasil.org/dinheiro-roubado-joao-santana-recebeu-mais-de-r-55-milhoes-para-eleger-lula-e-dilma/,politica,20/06/2016,157,136,85,0,4,22,1,41,4,6,6,0,0,3,1.75,659,11.3333,4.84559,0.00735294,0.15873,0.625
None,https://www.diariodobrasil.org/arraial-da-corrupcao-collor-participa-de-festa-junina-e-xinga-ate-a-mae-de-janot/,politica,20/06/2016,208,169,121,0,2,25,0,60,7,6,2,0,0,7,3.9,864,16.9,5.11243,0.0,0.152941,0.715976
None,https://www.diariodobrasil.org/governo-temer-cancela-entrada-de-100-mil-refugiados-sirios-no-brasil/,politica,20/06/2016,166,149,99,0,2,17,0,49,7,6,3,0,0,0,1.88889,726,16.5556,4.87248,0.0,0.19697,0.66443
None,https://www.diariodobrasil.org/campo-de-petroleo-na-africa-deu-um-prejuizo-de-r-25-bilhoes-para-a-petrobras-teve-muita-propina/,politica,20/06/2016,218,187,133,0,11,27,1,62,7,5,4,0,0,11,2.58333,923,15.5833,4.93583,0.00534759,0.134831,0.71123
None,https://www.diariodobrasil.org/quebra-cabeca-da-corrupcao-esta-quase-pronto-prisao-da-alma-mais-honesta-do-pais-pode-ser-imediata-2/,politica,20/06/2016,236,210,147,0,6,33,1,63,8,10,9,0,0,4,2.6,1008,21.0,4.8,0.0,0.1875,0.7
None,https://www.diariodobrasil.org/telemar-comprou-a-brasil-telecom-telemar-virou-virou-socia-de-lulinha-telemar-virou-oi-a-oi-quebrou/,politica,21/06/2016,194,166,107,0,8,24,1,50,8,4,2,0,0,9,1.86667,739,11.0667,4.45181,0.0,0.162162,0.644578
None,https://www.diariodobrasil.org/na-surdina-renan-pode-estar-articulando-mudancas-na-lei-de-delacao-premiada/,politica,19/06/2016,187,159,110,0,3,33,1,46,7,9,8,0,0,7,3.5,770,19.875,4.84277,0.0,0.202532,0.691824
None,https://www.diariodobrasil.org/polemica-nas-redes-homem-faz-tatuagem-em-cao-e-diz-que-foi-para-prevenir-cancer/,tv_celebridades,19/06/2016,357,316,173,0,3,55,0,91,11,15,10,1,0,19,2.92857,1507,22.5714,4.76899,0.00632911,0.178082,0.547468
None,https://www.diariodobrasil.org/a-batata-de-aecio-esta-assando-senador-e-citado-em-esquema-de-propina-da-petrobras/,politica,19/06/2016,179,155,106,0,4,26,0,47,11,2,5,0,0,8,2.4,767,15.5,4.94839,0.0,0.178082,0.683871
None,https://www.diariodobrasil.org/outro-mais-um-ministro-de-temer-e-investigado-por-suposto-recebimento-de-propina/,politica,19/06/2016,171,148,99,0,6,22,2,48,8,3,3,0,0,3,2.55556,722,16.4444,4.87838,0.0,0.157143,0.668919
None,https://www.diariodobrasil.org/midia-divulga-que-janot-pode-ser-candidato-a-presidencia-em-2018-mentira-deslavada/,politica,19/06/2016,232,196,134,0,12,35,1,57,3,10,4,0,0,13,5.14286,950,28.0,4.84694,0.0,0.141304,0.683673
None,https://www.diariodobrasil.org/e-assim-que-protegem-nossas-mulheres-portal-ig-demite-jornalista-que-sofreu-assedio-do-cantor-biel/,tv_celebridades,18/06/2016,151,136,92,0,4,22,0,45,4,7,3,0,0,10,1.66667,657,15.1111,4.83088,0.00735294,0.164179,0.676471
None,https://www.diariodobrasil.org/a-chapa-esquentou-delator-diz-que-apresentara-provas-sobre-encontro-sigiloso-com-temer/,politica,17/06/2016,236,208,129,2,2,36,1,54,10,12,3,2,0,13,2.0,1043,14.8571,5.01442,0.0,0.244444,0.620192
None,https://www.diariodobrasil.org/portaria-emitida-pelo-ministro-da-justica-paralisa-direitos-humanos-por-90-dias/,politica,17/06/2016,427,365,204,0,16,24,1,123,25,7,1,0,0,11,2.81818,1811,16.5909,4.96164,0.00821918,0.217687,0.558904
None,https://www.diariodobrasil.org/exclusivo-familia-do-jurista-tomas-turbando-entra-na-justica-contra-jose-eduardo-cardoso/,politica,17/06/2016,280,244,126,0,4,34,4,78,17,4,1,0,0,12,3.0,1160,20.3333,4.7541,0.00409836,0.1875,0.516393
None,https://www.diariodobrasil.org/dilma-impeachment-foi-para-interromper-lava-jato/,politica,17/06/2016,224,192,122,0,3,45,0,48,4,14,6,0,0,18,2.90909,925,17.4545,4.81771,0.0,0.193548,0.635417
None,https://www.diariodobrasil.org/urgente-mais-uma-jornalista-acusa-cantor-biel-de-assedio-e-registra-denuncia-em-delegacia/,tv_celebridades,18/06/2016,151,135,82,1,0,22,1,39,4,14,6,0,0,5,2.0,615,16.875,4.55556,0.0148148,0.295082,0.607407
None,https://www.diariodobrasil.org/invertendo-os-papeis-defesa-de-lula-vai-ao-stf-para-provar-que-o-criminoso-e-sergio-moro/,politica,18/06/2016,186,166,112,0,4,27,2,52,4,5,2,0,0,5,2.5,832,20.75,5.01205,0.0,0.113924,0.674699
None,https://www.diariodobrasil.org/eis-que-aparece-mais-uma-empresa-que-o-pt-meteu-a-mao-e-destruiu-a-eletrobras-esta-quase-falida/,politica,19/06/2016,185,160,108,0,2,27,0,53,5,3,3,0,0,6,2.5,801,16.0,5.00625,0.0,0.1,0.675
None,https://www.diariodobrasil.org/cardozao-tira-uma-onda-na-comissao-do-impeachment-e-solta-um-palavrao-daqueles/,politica,17/06/2016,147,130,95,0,1,19,3,40,4,6,1,0,0,8,3.4,626,26.0,4.81538,0.0,0.169492,0.730769
None,https://www.diariodobrasil.org/sergio-machado-temer-nao-vai-se-calar-eu-tambem-nao-paguei-propina-e-pronto/,politica,16/06/2016,157,139,94,0,2,29,0,28,10,12,2,3,0,14,2.0,681,15.4444,4.89928,0.0,0.385965,0.676259
None,https://www.diariodobrasil.org/rumo-ao-tetra-governo-temer-podera-ter-a-quarta-baixa-geddel-tambem-foi-citado-em-delacao/,politica,16/06/2016,214,201,117,0,3,27,0,62,8,7,6,0,0,3,0.928571,949,14.3571,4.72139,0.0,0.168539,0.58209
None,https://www.diariodobrasil.org/ministro-que-pediu-demissao-hoje-16-teve-que-se-esconder-em-banheiro-de-aviao-para-ir-embora/,politica,17/06/2016,177,160,100,0,1,34,1,39,4,12,3,0,0,11,1.21429,752,11.4286,4.7,0.0,0.219178,0.625
None,https://www.diariodobrasil.org/cunha-chama-estadao-de-mentiroso-e-irresponsavel-nao-cometi-crime-nao-farei-delacao-premiada/,tv_celebridades,16/06/2016,156,134,101,0,1,31,0,31,10,13,1,1,0,14,3.14286,740,19.1429,5.52239,0.00746269,0.370968,0.753731
None,https://www.diariodobrasil.org/dilma-pode-ser-presa-antes-da-conclusao-do-processo-de-impeachment-no-senado-saiba-aqui/,politica,17/06/2016,364,307,194,0,5,58,7,82,20,20,11,0,0,18,2.375,1546,12.7917,5.03583,0.00651466,0.285714,0.631922
None,https://www.diariodobrasil.org/ao-vivo-convidada-faz-desabafo-para-ana-maria-braga-voce-destruiu-minha-vida/,tv_celebridades,17/06/2016,184,142,103,0,0,37,0,32,9,10,6,3,0,13,2.47059,695,8.35294,4.89437,0.0140845,0.275362,0.725352
None,https://www.diariodobrasil.org/prendam-dom-pedro-delator-diz-que-roubalheira-institucionalizada-no-pais-ocorre-desde-1946/,politica,16/06/2016,124,107,78,0,0,13,0,34,8,0,0,0,0,6,5.66667,579,35.6667,5.41121,0.0,0.170213,0.728972
None,https://www.diariodobrasil.org/ministro-citado-na-lava-jato-pode-deixar-o-governo-temer-sera-o-terceiro-ministro-a-pedir-demissao/,politica,16/06/2016,196,171,112,0,5,25,1,53,10,4,3,0,0,7,2.08333,842,14.25,4.92398,0.0,0.179487,0.654971
None,https://www.diariodobrasil.org/numero-de-inqueritos-contra-lula-ja-chegam-a-16-processos-so-tendem-a-crescer-diz-ministro-do-stf/,politica,16/06/2016,156,138,87,1,6,18,0,43,1,11,0,0,0,6,1.8,642,13.8,4.65217,0.00724638,0.196721,0.630435
None,https://www.diariodobrasil.org/bancada-da-chupeta-interrompe-a-sessao-do-senado-mais-uma-vez-e-muita-baixaria/,politica,16/06/2016,171,139,104,0,5,28,3,43,1,10,4,0,0,7,2.13333,675,9.26667,4.85612,0.0,0.15493,0.748201
